26年春季考试招生计划及分数参考,,
院校名称,专业名称,最低分
西双版纳职业技术学院,数字媒体技术,445
云南旅游职业学院,空中乘务,463
云南旅游职业学院,高速铁路客运服务,474
云南旅游职业学院,酒店管理与数字化运营,449
云南旅游职业学院,国际邮轮乘务管理,437
云南旅游职业学院,婚庆服务与管理,420
云南旅游职业学院,茶艺与茶文化,438
云南旅游职业学院,导游,442
云南旅游职业学院,旅游管理,458
云南旅游职业学院,智慧景区开发与管理,426
云南旅游职业学院,研学旅行管理与服务,427
云南旅游职业学院,智慧旅游技术应用,438
云南旅游职业学院,烹饪工艺与营养,469
云南旅游职业学院,西式烹饪工艺,470
云南旅游职业学院,中西面点工艺,511
云南旅游职业学院,营养配餐,453
云南旅游职业学院,餐饮智能管理,424
云南旅游职业学院,小学英语教育,453
云南旅游职业学院,旅游英语,422
云南旅游职业学院,应用泰语,417
云南旅游职业学院,大数据与会计,459
云南旅游职业学院,大数据与财务管理,446
云南旅游职业学院,现代物流管理,444
云南旅游职业学院,网络营销与直播电商,443
云南旅游职业学院,工程测量技术,442
云南旅游职业学院,宝玉石鉴定与加工,432
云南文化艺术职业学院,播音与主持,452
云南文化艺术职业学院,导游,449
云南文化艺术职业学院,歌舞表演,428
云南文化艺术职业学院,广播影视节目制作,431
云南文化艺术职业学院,酒店管理与数字化运营,416
云南文化艺术职业学院,国际标准舞,406
云南文化艺术职业学院,健身指导与管理,408
云南文化艺术职业学院,空中乘务,417
云南文化艺术职业学院,旅游管理,416
云南文化艺术职业学院,烹饪工艺与营养,420
云南文化艺术职业学院,汽车制造与试验技术,425
云南文化艺术职业学院,人工智能技术应用,429
云南文化艺术职业学院,人物形象设计,446
云南文化艺术职业学院,融媒体技术与运营,432
云南文化艺术职业学院,软件技术,411
云南文化艺术职业学院,视觉传达设计,429
云南文化艺术职业学院,书画艺术,441
云南文化艺术职业学院,数字媒体艺术设计,409
云南文化艺术职业学院,体育保健与康复,402
云南文化艺术职业学院,网络营销与直播电商,416
云南文化艺术职业学院,无人机应用技术,422
云南文化艺术职业学院,舞蹈编导,415
云南文化艺术职业学院,舞蹈表演,417
云南文化艺术职业学院,舞蹈教育,429
云南文化艺术职业学院,学前教育,416
云南文化艺术职业学院,研学旅行管理与服务,403
云南文化艺术职业学院,艺术教育,410
云南文化艺术职业学院,音乐表演(器乐),414
云南文化艺术职业学院,音乐表演(声乐),410
云南文化艺术职业学院,婴幼儿托育服务与管理,408
云南文化艺术职业学院,早期教育,413
云南旅游职业学院,无人机应用技术,464
曲靖职业技术学院,现代农业技术,417
曲靖职业技术学院,绿色食品生产技术,405
曲靖职业技术学院,烹饪工艺与营养,407
曲靖职业技术学院,食品营养与健康,407
曲靖职业技术学院,金融服务与管理,401
曲靖职业技术学院,旅游管理,416
曲靖职业技术学院,大数据与审计,405
曲靖职业技术学院,现代物流管理,421
曲靖职业技术学院,大数据技术,401
曲靖职业技术学院,动漫制作技术,413
曲靖职业技术学院,人工智能技术应用,415
曲靖职业技术学院,婴幼儿托育服务与管理,402
曲靖职业技术学院,药品生产技术,424
曲靖职业技术学院,药物制剂技术,426
曲靖职业技术学院,汽车检测与维修技术是,416
曲靖职业技术学院,新能源汽车技术,433
曲靖职业技术学院,机电一体化技术,447
曲靖职业技术学院,汽车技术服务与营销,416
曲靖职业技术学院,化工智能制造技术,411
曲靖职业技术学院,化工安全技术,419
云南锡业职业技术学院,电气自动化技术,476
云南锡业职业技术学院,供用电技术,469
云南锡业职业技术学院,机电一体化技术,482
云南锡业职业技术学院,机械制造及自动化,471
云南锡业职业技术学院,新能源汽车技术,458
云南锡业职业技术学院,汽车制造与试验技术,449
云南锡业职业技术学院,道路与桥梁工程技术,439
云南锡业职业技术学院,高速铁路客运服务,426
云南锡业职业技术学院,工程测量技术,438
云南锡业职业技术学院,工程造价,435
云南锡业职业技术学院,建筑工程技术,429
云南锡业职业技术学院,建筑消防技术,441
云南锡业职业技术学院,大数据与财务管理,436
云南锡业职业技术学院,工艺美术品设计,447
云南锡业职业技术学院,数字媒体艺术设计,448
云南锡业职业技术学院,现代物流管理,442
云南锡业职业技术学院,法律事务,449
云南锡业职业技术学院,安全技术与管理,435
云南锡业职业技术学院,分析检验技术,432
云南锡业职业技术学院,药品经营与管理,430
云南锡业职业技术学院,有色金属智能冶金技术,466
云南锡业职业技术学院,矿山智能开采技术,471
云南锡业职业技术学院,矿物加工技术,463
云南锡业职业技术学院,应用化工技术,447
云南现代职业技术学院,新能源材料应用技术,444
云南现代职业技术学院,数控技术,440
云南现代职业技术学院,智能焊接技术,439
云南现代职业技术学院,智能制造装备技术,448
云南现代职业技术学院,机电一体化技术,476
云南现代职业技术学院,电气自动化技术,465
云南现代职业技术学院,作物生产与经营管理,439
云南现代职业技术学院,药品生产技术,431
云南现代职业技术学院,药品经营与管理,429
云南现代职业技术学院,中药材生产与加工,436
云南现代职业技术学院,汽车制造与试验技术,442
云南现代职业技术学院,智能网联汽车技术,447
云南现代职业技术学院,高速铁路客运服务,436
云南现代职业技术学院,新能源汽车检测与维修技术,449
云南现代职业技术学院,民航安全技术管理,451
云南现代职业技术学院,酒店管理与数字化运营,428
云南现代职业技术学院,烹饪工艺与营养,438
云南现代职业技术学院,书画艺术(艺术类),435
云南现代职业技术学院,广告艺术设计,435
云南现代职业技术学院,影视多媒体技术,446
云南现代职业技术学院,社会体育(体育类),430
云南现代职业技术学院,护理,448
云南现代职业技术学院,康复治疗技术,442
云南现代职业技术学院,学前教育,435
云南现代职业技术学院,婴幼儿托育服务与管理,432
云南现代职业技术学院,无人机应用技术,459
云南现代职业技术学院,消防救援技术,446
云南现代职业技术学院,智能建造技术,431
云南现代职业技术学院,大数据与会计,433
云南现代职业技术学院,现代通信技术,441
云南轻纺职业学院,服装设计与工艺,467
云南轻纺职业学院,机场运行服务与管理,439
云南轻纺职业学院,服装与服饰设计,441
云南轻纺职业学院,食品检验检测技术,436
云南轻纺职业学院,烹饪工艺与营养,448
云南轻纺职业学院,社区管理与服务,439
云南轻纺职业学院,智慧健康养老服务与管理,429
云南轻纺职业学院,工业机器人技术,446
云南轻纺职业学院,智能控制技术,441
云南轻纺职业学院,机电设备技术,469
云南轻纺职业学院,机电一体化技术,462
云南轻纺职业学院,新能源汽车技术,451
云南轻纺职业学院,视觉传达设计,435
云南轻纺职业学院,广告艺术设计,432
云南轻纺职业学院,工艺美术品设计,431
云南轻纺职业学院,数字媒体艺术设计,441
云南轻纺职业学院,建筑室内设计,452
云南轻纺职业学院,艺术设计,436
云南轻纺职业学院,信息安全技术应用,447
云南轻纺职业学院,大数据技术,435
云南轻纺职业学院,现代移动通信技术,434
云南轻纺职业学院,人工智能技术应用,433
云南轻纺职业学院,云计算技术应用,446
云南轻纺职业学院,大数据与财务管理,438
云南轻纺职业学院,大数据与会计,440
云南轻纺职业学院,电子商务,452
云南轻纺职业学院,酒店管理与数字化运,427
云南轻纺职业学院,业财数据应用与管理,425
云南能源职业技术学院,环境地质工程,451
云南能源职业技术学院,工程测量技术,432
云南能源职业技术学院,测绘地理信息技术,448
云南能源职业技术学院,煤矿智能开采技术,457
云南能源职业技术学院,通风技术与安全管理,446
云南能源职业技术学院,环境监测技术,435
云南能源职业技术学院,安全技术与管理,426
云南能源职业技术学院,应用化工技术,439
云南能源职业技术学院,无人机测绘技术,451
云南能源职业技术学院,电力系统自动化技术,458
云南能源职业技术学院,电气自动化技术,453
云南能源职业技术学院,发电厂及电力系统,447
云南能源职业技术学院,风力发电工程技术,449
云南能源职业技术学院,工业机器人技术,443
云南能源职业技术学院,供用电技术,448
云南能源职业技术学院,光伏工程技术,452
云南能源职业技术学院,机电一体化技术,456
云南能源职业技术学院,机械制造及自动化,451
云南能源职业技术学院,数控技术,438
云南能源职业技术学院,水电站运行与智能管理,453
云南能源职业技术学院,新能源汽车技术,440
云南能源职业技术学院,新能源装备技术,437
云南能源职业技术学院,食品智能加工技术,425
云南能源职业技术学院,烹饪工艺与营养,429
云南能源职业技术学院,智慧健康养老服务与管理,434
云南能源职业技术学院,大数据与财务管理,436
云南能源职业技术学院,大数据与会计,433
云南能源职业技术学院,市场营销,425
云南能源职业技术学院,现代物流管理,428
云南能源职业技术学院,冷链物流技术与管理,421
云南能源职业技术学院,广告艺术设计,426
云南能源职业技术学院,社区管理与服务,422
云南能源职业技术学院,人力资源管理,436
云南能源职业技术学院,现代文秘,425
云南能源职业技术学院,物联网应用技术,438
云南能源职业技术学院,计算机应用技术,449
云南能源职业技术学院,计算机网络技术,445
云南能源职业技术学院,软件技术,445
云南能源职业技术学院,数字媒体技术,441
云南能源职业技术学院,大数据技术,437
云南能源职业技术学院,信息安全技术应用,439
云南能源职业技术学院,移动应用开发,440
红河职业技术学院,建筑消防技术,426
红河职业技术学院,生态环境修复技术,420
红河职业技术学院,应用电子技术,442
红河职业技术学院,机电一体化技术,451
红河职业技术学院,生态农业技术,439
红河职业技术学院,书画艺术,421
红河职业技术学院,中草药栽培与加工技术,436
红河职业技术学院,智能制造装备技术,447
红河职业技术学院,雕塑设计,416
红河职业技术学院,城市轨道交通运营管理,423
红河职业技术学院,智能物流技术,425
红河职业技术学院,建筑工程技术,415
红河职业技术学院,智能建造技术,418
红河职业技术学院,舞蹈表演,406
红河职业技术学院,跨境电子商务,425
红河职业技术学院,运动训练,403
红河职业技术学院,陶瓷设计与工艺,407
红河职业技术学院,新能源汽车检测与维修技术,435
红河职业技术学院,美容美体艺术,405
红河职业技术学院,婴幼儿托育服务与管理,412
红河职业技术学院,畜牧兽医,447
红河职业技术学院,种子生产与经营,432
红河职业技术学院,应急救援技术,428
红河职业技术学院,大数据与会计,426
红河职业技术学院,学前教育,416
红河职业技术学院,计算机网络技术,422
红河职业技术学院,烹饪工艺与营养,418
红河职业技术学院,民宿管理与运营,413
红河职业技术学院,智能交通技术,415
红河职业技术学院,新能源材料应用技术,416
红河职业技术学院,关务与外贸服务,425
红河职业技术学院,古建筑工程技术,418
昭通职业学院,体育教育(国控专业),436
昭通职业学院,学前教育(国控专业),429
昭通职业学院,畜牧兽医,445
昭通职业学院,大数据与财务管理,416
昭通职业学院,建筑工程技术,411
昭通职业学院,数字媒体技术,416
昭通职业学院,智能制造装备技术,427
昭通职业学院,运动训练,415
昭通职业学院,网络营销与直播电商,431
昭通职业学院,新能源汽车技术,425
昭通职业学院,艺术设计,410
昭通职业学院,供用电技术,431
昭通职业学院,法律事务,428
昭通职业学院,烹饪工艺与营养,422
昭通职业学院,供应链运营,419
昭通职业学院,现代移动通信技术,411
昭通职业学院,人工智能技术应用,413
德宏职业学院,财税大数据应用,408
德宏职业学院,大数据与会计,407
德宏职业学院,电子商务,426
德宏职业学院,跨境电子商务,417
德宏职业学院,旅游管理,410
德宏职业学院,烹饪工艺与营养,413
德宏职业学院,婴幼儿托育服务与管理,407
德宏职业学院,大数据技术,411
德宏职业学院,计算机网络技术,421
德宏职业学院,计算机应用技术,423
德宏职业学院,信息安全技术应用,417
德宏职业学院,室内艺术设计,435
德宏职业学院,供用电技术,447
德宏职业学院,电气自动化技术,449
德宏职业学院,工业机器人技术,415
德宏职业学院,汽车制造与试验技术,428
德宏职业学院,新能源汽车技术,421
德宏职业学院,眼视光技术,416
德宏职业学院,医学美容技术,428
德宏职业学院,傣医学,447
德宏职业学院,护理,436
德宏职业学院,康复治疗技术,425
德宏职业学院,老年保健与管理,421
德宏职业学院,针灸推拿,427
德宏职业学院,中医学,445
德宏职业学院,中草药栽培与加工技术,426
德宏职业学院,药学,425
德宏职业学院,医学检验技术,423
德宏职业学院,医学影像技术,422
文山职业技术学院,学前教育,438
文山职业技术学院,运动训练,416
文山职业技术学院,人工智能技术应用,427
文山职业技术学院,无人机应用技术,432
文山职业技术学院,工业过程自动化技,416
文山职业技术学院,机电一体化技术,447
文山职业技术学院,护理,416
文山职业技术学院,康复治疗技术,415
文山职业技术学院,医学检验技术,417
文山职业技术学院,口腔医学技术,412
文山职业技术学院,畜牧兽医,437
文山职业技术学院,中药材生产与加工,415
文山职业技术学院,新能源汽车技术,421
文山职业技术学院,网络营销与直播电商,426
文山职业技术学院,烹饪工艺与营养,418
文山职业技术学院,酒店管理与数字化运营,406
临沧职业学院,茶叶生产与加工技术,448
临沧职业学院,农产品加工与质量检测,421
临沧职业学院,畜牧兽医,426
临沧职业学院,智能制造装备技术,421
临沧职业学院,机电一体化技术,438
临沧职业学院,新能源汽车技术,419
临沧职业学院,药学,412
临沧职业学院,中医康复技术,417
临沧职业学院,婴幼儿托育服务与管理,415
临沧职业学院,跨境电子商务,420
临沧职业学院,民族表演艺术,406
怒江职业技术学院,建筑工程技术,425
怒江职业技术学院,婴幼儿托育服务与管理,416
怒江职业技术学院,旅游管理,401
怒江职业技术学院,表演艺术,398
怒江职业技术学院,休闲体育,399
怒江职业技术学院,供用电技术,421
怒江职业技术学院,新能源汽车检测与维修技术,416
丽江职业技术学院,新能源汽车检测与维修技术,418
丽江职业技术学院,中医养生保健,405
丽江职业技术学院,研学旅行管理与服务,401
丽江职业技术学院,产品艺术设计(艺术类）,409
丽江职业技术学院,物联网应用技术,410
丽江职业技术学院,畜牧兽医,426
丽江职业技术学院,新能源汽车技术,421
丽江职业技术学院,健康大数据管理与服务,413
丽江职业技术学院,婴幼儿托育服务与管理,408
丽江职业技术学院,民宿管理与运营,392
丽江职业技术学院,绿色食品生产技术,389
丽江职业技术学院,智能制造装备技术,405
丽江职业技术学院,人工智能技术应用,400
丽江职业技术学院,智慧健康养老服务与管理,396
丽江职业技术学院,酒店管理与数字化运营,385
丽江职业技术学院,中药材生产与加工,411
丽江职业技术学院,数字媒体艺术设计(艺术类),406
玉溪职业技术学院,中医康复技术,433
玉溪职业技术学院,护理,425
玉溪职业技术学院,康复治疗技术,421
玉溪职业技术学院,智能光电技术应用,428
玉溪职业技术学院,人工智能技术运用,416
玉溪职业技术学院,生物制药技术,419
玉溪职业技术学院,食品智能加工技术,405
玉溪职业技术学院,旅游管理,421
玉溪职业技术学院,体育保健与康复,405
玉溪职业技术学院,运动训练,408
玉溪职业技术学院,新能源汽车检测与维修技术,428
玉溪职业技术学院,智能网联汽车技术,425
玉溪职业技术学院,智能建造技术,419
玉溪职业技术学院,电气自动化技术,439
玉溪职业技术学院,数字化设计与制造技术,416
玉溪职业技术学院,智能控制技术,411
玉溪职业技术学院,财税大数据运用,395
保山职业学院,食品智能加工技术,405
保山职业学院,农产品加工与质量检测,407
保山职业学院,烹饪工艺与营养,419
保山职业学院,西式烹饪工艺,411
保山职业学院,酒店管理与数字化运营,400
保山职业学院,跨境电子商务,406
保山职业学院,农村电子商务,425
保山职业学院,老年保健与管理,403
保山职业学院,健康管理,396
保山职业学院,智能机电技术,421
保山职业学院,新能源汽车技术,416
保山职业学院,安全技术与管理,407
保山职业学院,现代通信技术,402
保山职业学院,数字化设计与制造技术,400
香格里拉职业学院,林业技术,416
香格里拉职业学院,畜牧兽医,435
香格里拉职业学院,康复治疗技术,412
香格里拉职业学院,现代文秘,405
香格里拉职业学院,旅游管理,396
香格里拉职业学院,酒店管理与数字化运营,391
香格里拉职业学院,绿色食品生产技术,401
香格里拉职业学院,民族表演艺术,418
香格里拉职业学院,新能源汽车检测与维修技术,411
昆明城市学院,软件技术,398
昆明城市学院,大数据技术,345
昆明城市学院,信息安全技术应用,365
昆明城市学院,人工智能技术应用,349
昆明城市学院,大数据与财务管理,387
昆明城市学院,商务数据分析与应用,359
昆明城市学院,网络新闻与传播,398
昆明城市学院,早期教育,387
昆明城市学院,中文,342
昆明城市学院,社区康复,368
昆明传媒学院,数字媒体技术,369
昆明传媒学院,视觉传达设计,374
昆明传媒学院,融媒体技术与营销,369
昆明传媒学院,人物形象设计,356
云南经济管理学院,播音与主持,387
云南经济管理学院,电力系统自动化技术,392
云南经济管理学院,新能源汽车技术:,385
云南经济管理学院,计算机应用技术,365
云南经济管理学院,人工智能技术应用,371
云南经济管理学院,护理,376
云南经济管理学院,现代通信技术,368
云南经济管理学院,应用英语,343
云南经济管理学院,运动训练,357
云南经济管理学院,药学,368
云南经济管理学院,医学检验技术,377
云南经济管理学院,口腔医学技术,369
云南经济管理学院,康复治疗技术,365
云南经济管理学院,数字媒体艺术设计,356
云南经济管理学院,新闻采编与制作,369
云南经济管理学院,艺术设计,339
云南经济管理学院,舞蹈表演,334
云南经济管理学院,表演艺术,338
云南经济管理学院,建筑室内设计,374
云南经济管理学院,法律事务,379
云南经济管理学院,大数据与会计,356
云南经济管理学院,工程测量技术,365
云南经济管理学院,工程造价,344
云南经济管理学院,高速铁路客运服务,365
云南经济管理学院,市场营销,341
云南工商学院,护理,379
云南工商学院,大数据与会计,395
云南工商学院,中文,368
云南工商学院,电气自动化技术,377
云南工商学院,计算机网络技术,379
云南工商学院,机电一体化技术,385
滇池学院,无人机应用技术,346
滇池学院,物联网应用技术,358
滇池学院,大数据与审计,356
云南三鑫职业技术学院,护理,323
云南三鑫职业技术学院,药学,320
云南三鑫职业技术学院,医学影像技术,316
云南三鑫职业技术学院,口腔医学技术,325
云南三鑫职业技术学院,助产,315
云南三鑫职业技术学院,医学检验技术,320
云南三鑫职业技术学院,中医康复技术,312
云南三鑫职业技术学院,中药学,321
云南三鑫职业技术学院,动物医学,315
云南三鑫职业技术学院,建筑工程技术,316
云南三鑫职业技术学院,建筑室内设计,310
云南三鑫职业技术学院,工程造价,300
云南三鑫职业技术学院,供用电技术,300
云南三鑫职业技术学院,汽车制造与试验技术,318
云南三鑫职业技术学院,新能源汽车检测与维修技术,321
云南三鑫职业技术学院,城市轨道交通运营管理,325
云南三鑫职业技术学院,大数据与财务管理,321
云南三鑫职业技术学院,大数据与会计,320
云南三鑫职业技术学院,电子商务,319
云南三鑫职业技术学院,光伏工程技术,312
云南三鑫职业技术学院,智能网联汽车技术,315
云南三鑫职业技术学院,学前教育,317
云南三鑫职业技术学院,空中乘务,315
云南三鑫职业技术学院,影视动画,320
云南三鑫职业技术学院,社会体育,315
云南三鑫职业技术学院,人物形象设计,315
云南三鑫职业技术学院,民族表演艺术,300
云南三鑫职业技术学院,融媒体技术与运营,310
云南医药健康职业学院,动物医学,315
云南医药健康职业学院,智能医疗装备技术,310
云南医药健康职业学院,临床医学,335
云南医药健康职业学院,护理,335
云南医药健康职业学院,助产,325
云南医药健康职业学院,药学,320
云南医药健康职业学院,针灸推拿,330
云南医药健康职业学院,中药学,321
云南医药健康职业学院,中医康复技术,318
云南医药健康职业学院,中医养生保健,315
云南医药健康职业学院,药膳与食疗,310
云南医药健康职业学院,医学检验技术,334
云南医药健康职业学院,医学影像技术,335
云南医药健康职业学院,口腔医学技术,338
云南医药健康职业学院,医学美容技术,316
云南医药健康职业学院,康复治疗技术,317
云南医药健康职业学院,健康管理,310
云南医药健康职业学院,眼视光技术,312
云南医药健康职业学院,体育保健与康复,300
云南医药健康职业学院,口腔医学,340
云南商务职业学院,医学检验技术,330
云南商务职业学院,医学影像技术,338
云南商务职业学院,康复治疗技术,305
云南商务职业学院,烹饪工艺与营养,300
云南商务职业学院,社会体育,306
云南商务职业学院,智慧健康养老服务与管理,304
云南商务职业学院,社区康复,300
云南商务职业学院,护理,330
云南商务职业学院,婴幼儿托育服务与管理,312
云南商务职业学院,大数据与财务管理,336
云南商务职业学院,大数据与会计,335
云南商务职业学院,中小企业创业与经营,302
云南商务职业学院,跨境电子商务,324
云南商务职业学院,网络营销与直播电商,312
云南商务职业学院,高速铁路客运服务,326
云南商务职业学院,空中乘务,328
云南商务职业学院,旅游管理,328
云南商务职业学院,酒店管理与数字化运营,331
云南商务职业学院,城市轨道交通运营管理,339
云南商务职业学院,汽车检测与维修技术,329
云南商务职业学院,新能源汽车检测与维修技术,332
云南商务职业学院,移动应用开发,306
云南商务职业学院,人工智能数据工程技术,319
云南商务职业学院,软件技术,320
云南商务职业学院,安全技术与管理,319
云南商务职业学院,安全智能监测技术,315
云南商务职业学院,应急救援技术,337
云南商务职业学院,建筑消防技术,329
云南商务职业学院,法律事务,336
云南商务职业学院,建筑室内设计,321
云南商务职业学院,工程造价,319
云南商务职业学院,建设工程管理,315
云南商务职业学院,环境艺术设计,319
云南商务职业学院,电子商务,329
云南商务职业学院,商务数据分析与应用,320
云南商务职业学院,现代物流管理,316
云南商务职业学院,新闻采编与制作,334
云南商务职业学院,影视多媒体技术,319
云南城市建设职业学院,建筑室内设计,321
云南城市建设职业学院,建筑工程技术,325
云南城市建设职业学院,视觉传达设计,310
云南城市建设职业学院,建筑设计,326
云南城市建设职业学院,工程测量技术,345
云南城市建设职业学院,工程造价,330
云南城市建设职业学院,城乡规划,320
云南城市建设职业学院,水利水电建筑工程,346
云南城市建设职业学院,建设工程管理,325
云南城市建设职业学院,建筑消防技术,326
云南城市建设职业学院,广告艺术设计,324
云南城市建设职业学院,智能建造技术,319
云南城市建设职业学院,应急救援技术,329
云南城市建设职业学院,建筑智能化工程技术,312
云南城市建设职业学院,护理,356
云南城市建设职业学院,动物医学,352
云南城市建设职业学院,口腔医学技术,365
云南城市建设职业学院,医学美容技术,330
云南城市建设职业学院,药品经营与管理,326
云南城市建设职业学院,婴幼儿托育服务与管理,321
云南城市建设职业学院,烹饪工艺与营养,315
云南城市建设职业学院,中西面点工艺,312
云南城市建设职业学院,学前教育,345
云南城市建设职业学院,中文,340
云南城市建设职业学院,大数据与会计,349
云南城市建设职业学院,大数据与财务管理,346
云南城市建设职业学院,中小企业创业与经营,310
云南城市建设职业学院,法律事务,347
云南城市建设职业学院,工商企业管理,310
云南城市建设职业学院,计算机应用技术,318
云南城市建设职业学院,现代移动通信技术,310
云南城市建设职业学院,大数据技术,336
云南城市建设职业学院,电子商务,346
云南城市建设职业学院,汽车检测与维修技术,356
云南城市建设职业学院,新能源汽车检测与维修技术,358
云南城市建设职业学院,城市轨道交通运营管理,360
云南城市建设职业学院,城市轨道交通工程技术,362
云南城市建设职业学院,民航安全技术管理,340
云南城市建设职业学院,网络营销与直播电商,310
云南城市建设职业学院,人工智能技术应用,336
云南外事外语职业学院,应用泰语,235
云南外事外语职业学院,应用韩语,236
云南外事外语职业学院,应用越南语,239
云南外事外语职业学院,应用外语(缅甸语),226
云南外事外语职业学院,应用外语(老挝语),225
云南外事外语职业学院,应用日语,225
云南外事外语职业学院,商务英语,245
云南外事外语职业学院,空中乘务,250
云南外事外语职业学院,城市轨道交通运营管理,266
云南外事外语职业学院,护理,277
云南外事外语职业学院,老年保健与管理,236
云南外事外语职业学院,智慧健康养老服务与管理,230
云南外事外语职业学院,医养照护服务,231
云南外事外语职业学院,学前教育,275
云南外事外语职业学院,中文,251
云南外事外语职业学院,社会体育,236
云南外事外语职业学院,戏剧影视表演,228
云南外事外语职业学院,婴幼儿托育服务与管理,236
云南外事外语职业学院,工程造价,244
云南外事外语职业学院,建筑室内设计,239
云南外事外语职业学院,水利水电建筑工程,264
云南外事外语职业学院,新能源汽车检测与维修技术,259
云南外事外语职业学院,城市轨道交通工程技术,270
云南外事外语职业学院,电子商务,256
云南外事外语职业学院,大数据与会计,261
云南外事外语职业学院,建设工程管理,253
云南外事外语职业学院,光伏工程技术,254
云南外事外语职业学院,影视动画,241
云南外事外语职业学院,跨境电子商务,254
云南外事外语职业学院,现代通信技术,239
云南外事外语职业学院,安全防范技术,236
云南外事外语职业学院,建筑消防技术,250
云南外事外语职业学院,美容美体艺术,241
云南工程职业学院,电气自动化技术,385
云南工程职业学院,机电一体化技术,386
云南工程职业学院,新能源汽车技术,379
云南工程职业学院,口腔医学技术,392
云南工程职业学院,护理,385
云南工程职业学院,计算机网络技术,379
云南工程职业学院,医学影像技术,386
云南工程职业学院,建筑室内设计,367
云南工程职业学院,康复治疗技术,352
云南工程职业学院,水利水电建筑工程,367
云南工程职业学院,高速铁路客运服务,351
云南工程职业学院,大数据与会计,359
云南工程职业学院,中文,354
云南工程职业学院,建筑消防技术,346
云南工程职业学院,建筑工程技术,350
云南工程职业学院,工程造价,342
云南工程职业学院,工业机器人技术,353
云南科技信息职业学院,计算机应用技术,335
云南科技信息职业学院,软件技术,331
云南科技信息职业学院,计算机网络技术,332
云南科技信息职业学院,电子信息工程技术,328
云南科技信息职业学院,现代通信技术,319
云南科技信息职业学院,大数据与会计,325
云南科技信息职业学院,大数据与财务管理,326
云南科技信息职业学院,现代物流管理,315
云南科技信息职业学院,网络营销与直播电商,312
云南科技信息职业学院,旅游管理,300
云南科技信息职业学院,智慧旅游技术应用,296
云南科技信息职业学院,高速铁路客运服务,326
云南科技信息职业学院,机场运行服务与管理,321
云南科技信息职业学院,新能源汽车检测与维修技术,337
云南科技信息职业学院,建筑室内设计,321
云南科技信息职业学院,园林工程技术,325
云南科技信息职业学院,建设工程管理,319
云南科技信息职业学院,工程造价,328
云南科技信息职业学院,建筑消防技术,320
云南科技信息职业学院,药品生产技术,336
云南科技信息职业学院,药品经营与管理,324
云南科技信息职业学院,药学,334
云南经贸外事职业学院,数控技术,335
云南经贸外事职业学院,机电一体化技术,352
云南经贸外事职业学院,电气自动化技术,356
云南经贸外事职业学院,无人机应用技术,335
云南经贸外事职业学院,汽车制造与试验技术,340
云南经贸外事职业学院,新能源汽车技术,356
云南经贸外事职业学院,智能网联汽车技术,341
云南经贸外事职业学院,汽车检测与维修技术,350
云南经贸外事职业学院,工程测量技术,351
云南经贸外事职业学院,建筑装饰工程技术,331
云南经贸外事职业学院,建筑室内设计,335
云南经贸外事职业学院,建筑工程技术,340
云南经贸外事职业学院,工程造价,341
云南经贸外事职业学院,建设工程管理,341
云南经贸外事职业学院,水利水电工程智能管理,350
云南经贸外事职业学院,道路与桥梁工程技术,352
云南经贸外事职业学院,城市轨道交通工程技术,357
云南经贸外事职业学院,护理,360
云南经贸外事职业学院,助产,350
云南经贸外事职业学院,药学,358
云南经贸外事职业学院,中药学,360
云南经贸外事职业学院,医学影像技术,362
云南经贸外事职业学院,口腔医学技术,365
云南经贸外事职业学院,医学美容技术,344
云南经贸外事职业学院,康复治疗技术,353
云南经贸外事职业学院,智慧健康养老服务与管理,334
云南经贸外事职业学院,大数据与财务管理,351
云南经贸外事职业学院,大数据与会计,352
云南经贸外事职业学院,市场营销,332
云南经贸外事职业学院,电子商务,345
云南经贸外事职业学院,现代物流管理,336
云南经贸外事职业学院,高速铁路客运服务,346
云南经贸外事职业学院,空中乘务,342
云南经贸外事职业学院,旅游管理,336
云南经贸外事职业学院,酒店管理与数字化运营,335
云南经贸外事职业学院,烹饪工艺与营养,330
云南经贸外事职业学院,应用泰语,332
云南经贸外事职业学院,视觉传达设计,342
云南经贸外事职业学院,书画艺术,345
云南经贸外事职业学院,音乐表演,341
云南经贸外事职业学院,舞蹈表演,341
云南经贸外事职业学院,中文,345
云南经贸外事职业学院,社会体育,336
云南经贸外事职业学院,学前教育,357
昆明卫生职业学院,临床医学,368
昆明卫生职业学院,预防医学,365
昆明卫生职业学院,医学影像技术,368
昆明卫生职业学院,医学检验技术,364
昆明卫生职业学院,公共卫生管理,346
昆明卫生职业学院,卫生检验与检疫技术,345
昆明卫生职业学院,医学美容技术,347
昆明卫生职业学院,医学生物技术,348
昆明卫生职业学院,中医学,365
昆明卫生职业学院,中医骨伤,362
昆明卫生职业学院,针灸推拿,368
昆明卫生职业学院,中医康复技术,356
昆明卫生职业学院,中药学,360
昆明卫生职业学院,护理,362
昆明卫生职业学院,助产,361
昆明卫生职业学院,康复治疗技术,358
昆明卫生职业学院,药学,360
昆明卫生职业学院,药品质量与安全,352
昆明卫生职业学院,婴幼儿托育服务与管理,342
昆明卫生职业学院,老年保健与管理,343
昆明卫生职业学院,口腔医学,370
昆明卫生职业学院,口腔医学技术,365
昆明卫生职业学院,口腔卫生保健,355
昆明艺术职业学院,音乐表演,310
昆明艺术职业学院,舞蹈表演,312
